code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 10:00:00,163.08,162.57,163.17,162.03,0.0,0.0,4044294,657708723.315,0.1663585951940738,162.3
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 10:30:00,162.57,162.81,162.939,162.27,0.0,0.0,1812429,294713479.085,0.14762871378483675,162.57
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 11:00:00,162.82,163.19,163.32,162.42,0.0,0.0,2287504,372596574.462,0.23340089675081105,162.81
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 11:30:00,163.19,163.63,163.73,163.07,0.0,0.0,2264744,370245894.272,0.2696243642380034,163.19
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 12:00:00,163.61,163.29,163.655,163.12,0.0,0.0,1198507,195783839.933,-0.2077858583389375,163.63
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 12:30:00,163.31,162.81,163.37,162.691,0.0,0.0,1033318,168461900.122,-0.293955539224686,163.29
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 13:00:00,162.81,162.37,162.92,162.217,0.0,0.0,1761580,286323593.991,-0.27025366992199357,162.81
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 13:30:00,162.36,162.34,162.54,162.22,0.0,0.0,1135802,184431115.518,-0.01847631951715288,162.37
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 14:00:00,162.35,162.34,162.54,162.12,0.0,0.0,1453683,236036072.651,0.0,162.34
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 14:30:00,162.34,161.51,162.36,161.371,0.0,0.0,3753245,607361502.177,-0.5112726376740252,162.34
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 15:00:00,161.51,161.24,161.703,161.02,0.0,0.0,2282121,368257216.585,-0.16717231131198182,161.51
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 15:30:00,161.24,161.78,161.83,161.13,0.0,0.0,2327083,376283667.086,0.33490449020093777,161.24
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-23 16:00:00,161.79,161.89,162.0,161.57,0.0,0.0,4225096,683801355.145,0.06799357151686562,161.78
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-24 10:00:00,162.62,162.21,162.905,161.75,0.0,0.0,4650573,755318350.519,0.1976650812280077,161.89
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-24 10:30:00,162.21,161.16,162.43,160.95,0.0,0.0,4434803,716276873.794,-0.6473090438320765,162.21
US.QQQ,纳指100ETF-Invesco QQQ Trust,2018-04-24 11:00:00,161.15,160.71,161.325,160.61,0.0,0.0,3846181,619123371.554,-0.2792256142963444,161.16
